,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
WDR55,ENSG00000120314,54,True,0.33003053065768606,3.9430339500370812,4.6003613
HARS,ENSG00000170445,106,True,0.40480198947139184,3.0394923385193784,1.6005292
ZMAT2,ENSG00000146007,232,False,0.679666866346499,1.3023201682886614,-0.8177034
TAF7,ENSG00000178913,236,False,0.7566501527233815,2.2052416793155927,0.41085
DIAPH1,ENSG00000131504,121,True,0.46242092500388104,3.331660201968922,1.967121
HDAC3,ENSG00000171720,106,False,0.315282478022488,1.1700469310764412,-0.5193333
KIAA0141,ENSG00000081791,48,False,0.15569070702201943,1.1790462872854472,-0.50271803
NDFIP1,ENSG00000131507,355,False,1.0151125843951956,2.386930794828006,0.46160248
NR3C1,ENSG00000113580,109,False,0.36326424281398745,1.3209715057569333,-0.24068514
YIPF5,ENSG00000145817,83,True,0.30656867377111674,2.423573539454538,1.7950207
LARS,ENSG00000133706,76,False,0.2545183087257776,1.2797030387564576,-0.31687805
RBM27,ENSG00000091009,55,False,0.18878768028327284,1.2197207478166288,-0.4276218
TCERG1,ENSG00000113649,58,False,0.19407109437694053,1.2616095489207853,-0.3502836
ADRB2,ENSG00000169252,46,False,0.18164940659364384,1.4878026343365252,0.067330904
CSNK1A1,ENSG00000113712,199,False,0.5822397384588245,1.2021273177997474,-0.7048683
CSF1R,ENSG00000182578,140,False,0.4647837516645382,1.4285869243557041,-0.4207226
TCOF1,ENSG00000070814,59,False,0.19111145522163828,1.2196156530925861,-0.42781585
CD74,ENSG00000019582,833,False,3.6292285626930516,4.189874678621544,2.9521692
RPS14,ENSG00000164587,896,False,4.1745319399461716,2.66803513326583,-0.3726559
RBM22,ENSG00000086589,93,False,0.3044019470499616,1.2795644782231672,-0.31713387
TNIP1,ENSG00000145901,184,False,0.5604853583944466,1.2352362723109236,-0.6633255
ANXA6,ENSG00000197043,331,False,1.0181394987782895,1.915788825202041,-0.16317008
CCDC69,ENSG00000198624,164,True,0.5942807083563219,3.360935745870121,2.0038538
ATOX1,ENSG00000177556,176,False,0.5395364807218909,1.253026194624117,-0.64100397
G3BP1,ENSG00000145907,108,False,0.34650099516284866,1.2397004468842034,-0.3907338
LARP1,ENSG00000155506,101,True,0.34421420921355234,1.8480490577997943,0.73244464
CNOT8,ENSG00000155508,80,False,0.26527702491182087,1.340668848933164,-0.20431843
MRPL22,ENSG00000082515,177,False,0.5257654510414741,1.4553248064012445,-0.38717377
HAVCR2,ENSG00000135077,80,True,0.3659345831406645,3.0322830944977928,2.9188657
ITK,ENSG00000113263,74,False,0.2648779373860533,1.4244127937871014,-0.049704134
CYFIP2,ENSG00000055163,111,False,0.39405600484402925,1.4848028955280952,-0.3501867
THG1L,ENSG00000113272,50,False,0.16915921894178565,1.2646110285691559,-0.34474203
CLINT1,ENSG00000113282,64,False,0.20636180253435676,1.2314925358237918,-0.40588787
RNF145,ENSG00000145860,101,False,0.31105426679151577,1.2328009695423467,-0.40347213
UBLCP1,ENSG00000164332,59,True,0.3162252599847127,3.2594807156402585,3.3383348
TTC1,ENSG00000113312,161,False,0.5155526726843849,1.4391655114334179,-0.4074493
SLU7,ENSG00000164609,172,False,0.5101684042055207,1.1613237247842572,-0.7560658
PTTG1,ENSG00000164611,55,False,0.21807138539668028,1.632346350783872,0.33419827
CCNG1,ENSG00000113328,187,False,0.5848222216663858,1.3278181046058115,-0.54716027
NUDCD2,ENSG00000170584,153,False,0.47370816484804446,1.2451319892347765,-0.65090907
MAT2B,ENSG00000038274,180,False,0.5643572030770583,1.2964322247545195,-0.5865411
RARS,ENSG00000113643,72,False,0.2252853766015801,1.1543357265822343,-0.5483405
DOCK2,ENSG00000134516,124,False,0.3946446753430598,1.2971362010835805,-0.5856578
LCP2,ENSG00000043462,175,False,0.5404475709343523,1.5468564924911112,-0.2723262
NPM1,ENSG00000181163,806,False,2.4357775648894036,1.8626896630748728,-0.8645909
STK10,ENSG00000072786,167,False,0.5148036754608386,1.3846129614814133,-0.47589806
DUSP1,ENSG00000120129,869,False,3.13874111931035,2.7165907926520645,0.8586466
ERGIC1,ENSG00000113719,80,False,0.2572189868774875,1.236386957811787,-0.39685142
RPL26L1,ENSG00000037241,127,True,0.41689622744790134,2.303237586966408,0.67672807
ATP6V0E1,ENSG00000113732,653,False,1.69207855158999,2.083739690961003,-0.16472298
CREBRF,ENSG00000164463,48,False,0.16380907965147667,1.2418739698292784,-0.3867209
BNIP1,ENSG00000113734,42,False,0.13838826371019966,1.181637702953046,-0.49793357
BOD1,ENSG00000145919,74,False,0.2387536189135267,1.2419985427870979,-0.38649088
HRH2,ENSG00000113749,57,False,0.20684530227287376,1.4590400518168969,0.014227284
THOC3,ENSG00000051596,51,False,0.1702993778661647,1.214434473218494,-0.4373817
KIAA1191,ENSG00000122203,43,False,0.15623375953080193,1.3442688109615246,-0.19767192
HIGD2A,ENSG00000146066,612,False,1.6850383461833571,2.478320494073387,0.59332365
CLTB,ENSG00000175416,286,False,0.811434379582715,1.482564460570732,-0.57245535
RNF44,ENSG00000146083,63,False,0.21814250084072737,1.2880777631733358,-0.301416
HK3,ENSG00000160883,59,False,0.18778807499422562,1.1494037850646674,-0.55744624
UIMC1,ENSG00000087206,44,False,0.15241428243351432,1.3119786716863036,-0.25728837
NSD1,ENSG00000165671,101,False,0.33097406148334957,1.2320079197580187,-0.4049363
RAB24,ENSG00000169228,152,False,0.49081730852850985,1.3355829195919626,-0.53741753
PRELID1,ENSG00000169230,606,False,1.8458484662075956,2.4382448777566528,0.3204722
LMAN2,ENSG00000169223,355,False,0.9672019224821411,1.6627079424499083,-0.49877593
RGS14,ENSG00000169220,136,True,0.5165881202799875,3.603547535948297,2.3082662
GRK6,ENSG00000198055,224,False,0.6736015146768616,1.632034290217817,-0.36908036
PRR7,ENSG00000131188,50,False,0.18951602072457108,1.4848777831419617,0.061930824
PDLIM7,ENSG00000196923,56,False,0.18755895606975173,1.2672679198325196,-0.3398367
DOK3,ENSG00000146094,57,False,0.1842215772109395,1.1789175242014829,-0.50295573
DDX41,ENSG00000183258,67,False,0.23992913079546804,1.3637419235503931,-0.1617192
TMED9,ENSG00000184840,313,False,0.9263768182025348,1.9465951873091605,-0.12231835
RMND5B,ENSG00000145916,54,False,0.20462156523062588,1.6478359887093552,0.3627964
NHP2,ENSG00000145912,281,False,0.8259865172672194,1.3478615197404957,-0.7557379
HNRNPAB,ENSG00000197451,95,False,0.3155125016670268,1.2963225716097493,-0.28619382
PHYKPL,ENSG00000175309,129,False,0.4068839281827087,1.327493304757709,-0.5475678
CLK4,ENSG00000113240,47,False,0.17032102974538954,1.345679098609705,-0.19506814
RUFY1,ENSG00000176783,72,True,0.2644611672222546,1.8153814875919982,0.67213136
HNRNPH1,ENSG00000169045,143,False,0.44446497090508225,1.2546603393432951,-0.6389535
CANX,ENSG00000127022,194,False,0.6108497689588929,2.1930266825956997,0.5384431
MAML1,ENSG00000161021,42,False,0.13952789164927526,1.167547125909619,-0.5239486
SQSTM1,ENSG00000161011,272,False,0.784455258307259,1.224931294209474,-0.923002
TBC1D9B,ENSG00000197226,42,False,0.15210433200088477,1.375184484749676,-0.1405931
RNF130,ENSG00000113269,289,False,0.9382124675431313,1.6314389668061822,-0.5402411
SCGB3A1,ENSG00000161055,43,False,0.16137454795702855,1.4598942875591474,0.015804438
MGAT1,ENSG00000131446,180,True,0.5743622544795742,2.3656987511037464,0.75509995
LINC00847,ENSG00000245060,44,False,0.16202991562363173,1.3418942737273807,-0.20205596
GNB2L1,ENSG00000204628,893,False,3.5154287636102675,2.819511194115456,0.0911155
DUSP22,ENSG00000112679,88,False,0.2874577446362937,1.3671112111578532,-0.15549858
GMDS,ENSG00000112699,44,False,0.14493458889458297,1.289625759817474,-0.29855797
SERPINB1,ENSG00000021355,481,False,1.3716525726557445,1.6209585864469394,-0.75970066
SERPINB9,ENSG00000170542,90,False,0.28321955434957374,1.176462239752849,-0.5074889
SERPINB6,ENSG00000124570,275,False,0.8046598819487842,1.4200539097741556,-0.65750986
NQO2,ENSG00000124588,127,False,0.3949018613844666,1.207214828104177,-0.69848484
PSMG4,ENSG00000180822,81,False,0.2569599435951693,1.2132935320006468,-0.43948823
PRPF4B,ENSG00000112739,59,False,0.1870502421627671,1.232284605477053,-0.40442547
ECI2,ENSG00000198721,105,False,0.34737427352190137,1.306959358558264,-0.2665554
LYRM4,ENSG00000214113,149,False,0.4528868512277362,1.2558580454339312,-0.63745075
FARS2,ENSG00000145982,60,False,0.19231731824982687,1.1784031369790278,-0.5039055
LY86,ENSG00000112799,255,True,0.9466690175821902,2.645921535236347,0.80504525
SSR1,ENSG00000124783,176,False,0.5232908087421467,1.2196165289227034,-0.6829241
RIOK1,ENSG00000124784,44,True,0.3059847900552508,4.597792818371188,5.809226
EEF1E1,ENSG00000124802,93,False,0.2943482435658399,1.1727761298997061,-0.51429445
TMEM14C,ENSG00000111843,212,False,0.6231949095048102,1.262156441399674,-0.62954795
TMEM14B,ENSG00000137210,266,True,0.8472139516594014,3.142272213860974,1.6858137
NEDD9,ENSG00000111859,60,False,0.20214133188392752,1.2666824621471378,-0.34091762
PHACTR1,ENSG00000112137,74,True,0.33152914761499097,3.453461084824222,3.6964757
SIRT5,ENSG00000124523,44,False,0.14384569187266316,1.170663500810353,-0.518195
NOL7,ENSG00000225921,261,True,0.8117032260771803,3.4493532994035823,2.1036413
MCUR1,ENSG00000050393,66,False,0.20526875983900653,1.186433828475673,-0.4890786
CD83,ENSG00000112149,112,False,0.3447123061603112,1.1873905205548327,-0.4873123
JARID2,ENSG00000008083,45,False,0.14741374324161494,1.2238783265044888,-0.41994578
DTNBP1,ENSG00000047579,119,False,0.4091401108350436,1.6240945824398045,-0.17541322
MYLIP,ENSG00000007944,182,False,0.5857786317807068,1.3263446162649093,-0.5490091
TPMT,ENSG00000137364,104,False,0.3335274594305828,1.2646578597393394,-0.34465557
KDM1B,ENSG00000165097,55,False,0.17686633163226062,1.2006938897406572,-0.4627506
DEK,ENSG00000124795,299,False,0.8701563947639641,1.7164222491434233,-0.2542585
MRS2,ENSG00000124532,60,True,0.23753359335147722,2.349595108473884,1.6584363
TDP2,ENSG00000111802,86,False,0.27766020324081847,1.2484746076344235,-0.3745343
C6orf62,ENSG00000112308,93,False,0.2930425802860223,1.1985359854681001,-0.4667347
FAM65B,ENSG00000111913,331,False,0.9410332330865518,1.3318762459361928,-0.93748564
TRIM38,ENSG00000112343,115,False,0.3885837748533815,1.427652765030393,-0.4218947
HIST1H1C,ENSG00000187837,86,False,0.2902990197407995,1.3265883095178728,-0.23031497
HIST1H4C,ENSG00000197061,87,False,0.32963146648054353,1.5820492745338477,0.24133606
BTN3A2,ENSG00000186470,252,True,0.8364116469219306,2.385184128067405,0.65568733
BTN3A1,ENSG00000026950,71,False,0.24611695477568113,1.2811079193084587,-0.31428427
BTN3A3,ENSG00000111801,52,False,0.18331199939452178,1.3488991125958272,-0.18912311
BTN2A1,ENSG00000112763,44,False,0.15062652607769916,1.2654938447218858,-0.3431121
HMGN4,ENSG00000182952,43,False,0.14727443457648873,1.2404192121589974,-0.38940677
ABT1,ENSG00000146109,153,True,0.644074825559225,3.5870730640496054,2.2875953
HIST1H2BK,ENSG00000197903,92,False,0.32831358639363895,1.6660853838830172,0.39648977
RP1-313I6.12,ENSG00000272009,73,True,0.30905696198474497,2.0706254286476438,1.1433817
ZSCAN16-AS1,ENSG00000269293,55,False,0.18306850185527998,1.2574453137225379,-0.3579719
TRIM27,ENSG00000204713,68,False,0.22098051343584843,1.2166584731102064,-0.4332756
HLA-F,ENSG00000204642,369,True,1.1217705823667996,2.9601096061034595,1.2216842
HLA-A,ENSG00000206503,892,False,3.5020285622850684,3.0251952390737022,0.38689214
ZNRD1,ENSG00000066379,176,False,0.5226912954838557,1.2454017730056106,-0.6505705
PPP1R11,ENSG00000204619,219,False,0.6428430452856629,1.2532495097772072,-0.64072376
TRIM26,ENSG00000234127,51,False,0.1710256443945812,1.2794814805814085,-0.31728712
TRIM39,ENSG00000204599,48,False,0.17564200220700324,1.3257970509655688,-0.23177585
RPP21,ENSG00000241370,65,False,0.22604390387456744,1.3009572062694217,-0.27763703
HLA-E,ENSG00000204592,863,True,2.744780735509102,3.1023357617457594,0.70425045
GNL1,ENSG00000204590,62,False,0.20471689721116093,1.1890091544415162,-0.48432383
ABCF1,ENSG00000204574,81,False,0.27873335462276294,1.3805636339305911,-0.13066171
PPP1R10,ENSG00000204569,54,False,0.1837427068089841,1.2836127368273507,-0.30965966
MRPS18B,ENSG00000204568,218,False,0.6686345140100916,1.7977589716836266,-0.1435883
PPP1R18,ENSG00000146112,359,True,1.113963646649126,2.576391269693431,0.71284246
TUBB,ENSG00000196230,378,False,1.0922271442546039,2.231415745816924,0.25537688
FLOT1,ENSG00000137312,147,False,0.5024087986542587,1.539377149428509,-0.28171074
XXbac-BPG299F13.17,ENSG00000272501,124,False,0.42906749419292817,1.5068536939797836,-0.32251891
HLA-C,ENSG00000204525,895,False,3.7111581765489583,2.8398445339113056,0.26625934
HLA-B,ENSG00000234745,891,False,3.1698688421941568,2.0763762107728354,-0.58593893
DDX39B,ENSG00000198563,59,False,0.20788823442230434,1.342487851834854,-0.20096005
NFKBIL1,ENSG00000204498,55,False,0.179031974080178,1.217933562818359,-0.43092144
LTB,ENSG00000227507,603,True,2.8547789993166224,3.8370748987551355,1.4328805
LST1,ENSG00000204482,498,True,2.6789965538638345,3.395874222156753,1.1272166
NCR3,ENSG00000204475,99,True,0.5188573373537712,2.850779963268744,1.363746
AIF1,ENSG00000204472,500,True,2.7030967433347723,3.2454536564301395,0.9104722
PRRC2A,ENSG00000204469,61,False,0.18912950675783835,1.1780408038616808,-0.5045744
BAG6,ENSG00000204463,114,False,0.3515639143678959,1.1771136690301405,-0.50628614
C6orf47,ENSG00000204439,61,False,0.21239941831035727,1.3201186491847818,-0.24225974
GPANK1,ENSG00000204438,63,False,0.21860115209046213,1.3844706572735366,-0.123448275
CSNK2B,ENSG00000204435,423,True,1.190850859936104,2.9103368147034185,1.312276
DDAH2,ENSG00000213722,111,True,0.40642462344839303,2.281540927191599,0.6495046
CLIC1,ENSG00000213719,748,False,2.2468002266941363,2.7785858273245623,0.52704465
LSM2,ENSG00000204392,237,False,0.6877472442121314,1.2990185508794725,-0.82219577
HSPA1A,ENSG00000204389,92,False,0.3031239075070163,1.3193775670842944,-0.24362798
C6orf48,ENSG00000204387,536,True,1.5485683507515082,2.483637109917403,0.6035376
NEU1,ENSG00000204386,91,False,0.3035035327759442,1.339748813529198,-0.20601708
EHMT2,ENSG00000204371,45,False,0.14654651227615786,1.2084741802724404,-0.44838607
NELFE,ENSG00000204356,171,False,0.525749314126216,1.2568527776806557,-0.63620263
ATF6B,ENSG00000213676,178,False,0.5388645375869497,1.2721996934837385,-0.6169464
RNF5,ENSG00000204308,193,False,0.5716519135146865,1.21048598146139,-0.69438046
PBX2,ENSG00000204304,46,False,0.14558888237552178,1.1491393519694024,-0.55793446
GPSM3,ENSG00000213654,719,False,1.9126046801921042,1.8773304831227535,-0.64594704
HLA-DRA,ENSG00000204287,612,False,3.3678324102567516,4.202586540070934,2.079998
HLA-DRB5,ENSG00000198502,439,True,1.9049209732875183,2.7122357302645406,0.7925407
HLA-DRB1,ENSG00000196126,522,True,2.6364839132585933,3.3312935963286856,1.034161
HLA-DQA1,ENSG00000196735,246,True,1.281036965242415,2.9194800223512503,1.3269688
HLA-DQB1,ENSG00000179344,276,True,1.2095043411174506,2.6742167982014386,0.93284106
HLA-DQA2,ENSG00000237541,150,False,0.6483231640469563,2.0412561854182796,0.18772437
TAP2-1,ENSG00000204267,85,False,0.2898925965295099,1.3612398293002619,-0.16633876
PSMB8,ENSG00000204264,570,True,1.6251681266722748,3.1312081978196478,1.847615
TAPSAR1,ENSG00000204261,263,True,0.8556145626223938,3.306808997959214,1.9096893
PSMB9,ENSG00000240065,680,False,1.881639679165035,2.4851001876990977,0.4012009
TAP1,ENSG00000168394,286,False,0.8988235150997073,1.9597512394978724,0.07682526
HLA-DMB,ENSG00000242574,223,False,0.8045634264158713,1.7139125637461055,-0.2576733
HLA-DMA,ENSG00000204257,330,True,1.323593163084043,2.942344718727048,1.3637114
BRD2,ENSG00000204256,198,False,0.5894436607434097,1.2542653942133573,-0.63944906
HLA-DPA1,ENSG00000231389,545,True,2.6288186772506292,3.3265199970138464,1.0272825
HLA-DPB1,ENSG00000223865,588,True,2.696259823341158,3.6083645917528315,1.4333987
RXRB,ENSG00000204231,53,False,0.18529526574713537,1.317096059248335,-0.24784027
SLC39A7,ENSG00000112473,60,False,0.2151794658503991,1.3162361575190504,-0.24942788
HSD17B8,ENSG00000204228,61,False,0.20414986862104387,1.2477064668372106,-0.3759525
RING1,ENSG00000204227,62,False,0.20806945692465975,1.3201793625881548,-0.24214765
RPS18,ENSG00000231500,896,False,4.411220720122885,3.053541088927825,-0.1409087
B3GALT4,ENSG00000235863,47,False,0.16097455225980228,1.293909599316118,-0.29064885
WDR46,ENSG00000227057,89,False,0.3104704945479319,1.4149158576241567,-0.067238085
PFDN6,ENSG00000204220,142,False,0.42831840282705597,1.1962773883350917,-0.7122084
RGL2,ENSG00000237441,42,True,0.21175912418209933,3.5676717121083645,3.9073398
TAPBP,ENSG00000231925,296,False,0.862922934697023,1.4080444945647328,-0.6738504
DAXX,ENSG00000204209,99,False,0.3105782542084357,1.1885520446756308,-0.4851678
PHF1,ENSG00000112511,81,False,0.2975590212287208,1.417315017640568,-0.06280857
CUTA,ENSG00000112514,501,True,1.381671901620959,2.6636456448892636,0.9158536
BAK1,ENSG00000030110,67,False,0.23180153803295503,1.3341069549062938,-0.2164335
UQCC2,ENSG00000137288,121,False,0.37633460904556787,1.2144705003580376,-0.43731523
LEMD2,ENSG00000161904,48,False,0.1550267956837384,1.276998968201241,-0.3218705
HMGA1,ENSG00000137309,162,False,0.537605469717515,1.4509220012973776,-0.39269808
C6orf1,ENSG00000186577,96,False,0.315847057970931,1.2866261317086263,-0.30409613
NUDT3,ENSG00000272325,118,False,0.3492007608709265,1.1424338563004603,-0.57031465
RPS10,ENSG00000124614,893,False,3.400681662182552,2.0921537411882007,-0.9548351
C6orf106,ENSG00000196821,47,False,0.14411258090847015,1.1530356644334963,-0.5507408
SNRPC,ENSG00000124562,271,False,0.773348212204383,1.671950510470593,-0.31476864
TAF11,ENSG00000064995,103,False,0.35564054869136075,1.6363998603204093,0.34168217
DEF6,ENSG00000023892,195,False,0.587629613001932,1.2871976050202047,-0.598128
RPL10A,ENSG00000198755,893,False,3.6601776823622383,2.996281927534402,0.5774944
FKBP5,ENSG00000096060,93,True,0.5856001391296249,4.844011866894688,3.8647144
SRPK1,ENSG00000096063,51,True,0.20277756218439463,2.199552045843911,1.3814156
MAPK14,ENSG00000112062,68,False,0.22424949529256363,1.4876499166262902,0.067048945
KCTD20,ENSG00000112078,52,False,0.1757874500294147,1.2613734359232203,-0.3507195
STK38,ENSG00000112079,112,True,0.5371261005997988,4.056522825172012,2.8766282
SRSF3,ENSG00000112081,552,False,1.5322180848224656,1.9904121920032676,-0.34401855
CDKN1A,ENSG00000124762,111,False,0.3643053847834706,1.3183250282168508,-0.24557126
C6orf89,ENSG00000198663,58,False,0.2103762535365267,1.5618611406256597,0.20406322
MTCH1,ENSG00000137409,181,False,0.5715180439431562,1.7923165113260433,0.03565992
FGD2,ENSG00000146192,62,False,0.2137869897250464,1.2890289649645352,-0.29965982
COX6A1P2,ENSG00000226976,252,False,0.7426900246851665,1.33674691050172,-0.7708609
PIM1,ENSG00000137193,193,False,0.6578224665809712,1.5790950612783459,-0.4411117
RNF8,ENSG00000112130,49,False,0.172436909570054,1.262742279556848,-0.34819227
CCDC167,ENSG00000198937,100,False,0.3336272977656484,1.3013906658093877,-0.27683672
ZFAND3,ENSG00000156639,67,False,0.22561526788611097,1.232958024988254,-0.40318218
GLO1,ENSG00000124767,150,False,0.4631720074814387,1.2640869613810142,-0.6271257
SAYSD1,ENSG00000112167,49,False,0.17509070001764956,1.3432517647287527,-0.19954966
OARD1,ENSG00000124596,96,False,0.318634710243854,1.3763368717715239,-0.13846548
TREM1,ENSG00000124731,45,False,0.16767693624237828,1.4429218190362383,-0.015531396
TFEB,ENSG00000112561,59,False,0.19100720507117275,1.2831360014185555,-0.31053984
CCND3,ENSG00000112576,423,True,1.3052009952933565,2.6540802291285672,0.9004824
MRPS10,ENSG00000048544,79,False,0.26833949032279986,1.2997555241504803,-0.27985567
UBR2,ENSG00000024048,66,False,0.21946403328957909,1.2004815045651467,-0.46314272
TBCC,ENSG00000124659,182,True,0.6652945199710002,2.934820223504251,1.4035456
RPL7L1,ENSG00000146223,134,True,0.5065534472151965,3.3196569682310546,1.9520602
C6orf226,ENSG00000221821,66,False,0.21499391713510635,1.206012278273894,-0.4529314
CNPY3,ENSG00000137161,388,False,1.1397189683447762,1.568516769169346,-0.62368107
MEA1,ENSG00000124733,168,False,0.5183417557176201,1.3655944507216402,-0.49976116
KLHDC3,ENSG00000124702,108,False,0.3428608735221599,1.3150887586097195,-0.2515463
MRPL2,ENSG00000112651,77,True,0.28054682238874673,2.175859663409426,1.337673
DNPH1,ENSG00000112667,136,False,0.4321852943713481,2.2038396693468703,0.5520105
YIPF3,ENSG00000137207,150,True,0.525298555269007,3.217263289923869,1.8235837
MRPS18A,ENSG00000096080,77,False,0.25867689816618356,1.2816275392957106,-0.3133249
MRPL14,ENSG00000180992,209,False,0.639833331415268,2.103278290122408,0.42583308
HSP90AB1,ENSG00000096384,536,False,1.4863539351680566,2.3676434471553485,0.38069707
CDC5L,ENSG00000096401,110,True,0.4097731958889629,3.0594554530193516,1.6255774
SUPT3H,ENSG00000196284,56,False,0.20557328215661108,1.3877087805035024,-0.11746982
MCM3,ENSG00000112118,63,False,0.2202393749712805,1.342109241662865,-0.20165907
FBXO9,ENSG00000112146,53,False,0.1763626360610156,1.2965044514380362,-0.28585804
ELOVL5,ENSG00000012660,197,False,0.5885971181560155,1.2369562219449504,-0.66116744
PTP4A1,ENSG00000112245,144,False,0.44347125091083167,1.195039412349073,-0.7137617
PHF3,ENSG00000118482,91,False,0.29445832016395357,1.2381605468650996,-0.3935769
LMBRD1,ENSG00000168216,70,False,0.22405318321237447,1.2470208463158408,-0.37721834
SMAP1,ENSG00000112305,116,False,0.36178907742416555,1.224678974250319,-0.41846758
MTO1,ENSG00000135297,42,False,0.13149476339973742,1.143017516772599,-0.56923705
EEF1A1,ENSG00000156508,896,False,4.180147785576048,2.5102656783280035,-0.61274177
COX7A2,ENSG00000112695,493,False,1.3088870454883947,1.3416906641483723,-1.2084725
TMEM30A,ENSG00000112697,104,False,0.3319629498744306,1.23138273262379,-0.4060906
SENP6,ENSG00000112701,62,False,0.20836778637860906,1.2656520529458386,-0.34282002
PHIP,ENSG00000146247,91,False,0.2952203259994462,1.2660218042760139,-0.34213737
HMGN3,ENSG00000118418,283,False,0.8307506201916859,1.3626027153079285,-0.7356804
FAM46A,ENSG00000112773,110,False,0.34660886300301674,1.2856830095893852,-0.3058374
CYB5R4,ENSG00000065615,146,False,0.4465826159140422,1.2754488624114286,-0.61286956
SNX14,ENSG00000135317,55,True,0.2670782706952545,3.4520223181581144,3.6938193
SYNCRIP,ENSG00000135316,107,False,0.3469601280494325,1.2821972672827135,-0.31227303
RP1-3J17.3,ENSG00000236016,71,False,0.2388065426151301,1.2909802265105645,-0.29605725
ZNF292,ENSG00000188994,57,False,0.18627848622488483,1.2814889562956835,-0.31358075
SLC35A1,ENSG00000164414,43,False,0.14846400835266643,1.2471050305260116,-0.37706292
RARS2,ENSG00000146282,53,False,0.18236438766799837,1.244119119644444,-0.38257572
AKIRIN2,ENSG00000135334,184,False,0.5538562484378765,1.3241378121725227,-0.5517781
PNRC1,ENSG00000146278,607,False,1.641486692416244,2.13985766844202,-0.056912255
UBE2J1,ENSG00000198833,170,False,0.5527442100592838,2.0170152167829265,0.3175962
LYRM2,ENSG00000083099,93,False,0.30625599183378865,1.3253814033542528,-0.23254326
MAP3K7,ENSG00000135341,50,False,0.1635561675976978,1.2611777259029835,-0.35108086
UFL1,ENSG00000014123,74,False,0.24200553169318634,1.2187457739315282,-0.42942187
NDUFAF4,ENSG00000123545,73,False,0.22891653397449932,1.2154005063420301,-0.43559816
PNISR,ENSG00000132424,388,True,1.1853396226636042,2.756660609611784,1.0653248
CCNC,ENSG00000112237,128,False,0.38680423187164903,1.1798620879767174,-0.7328052
ASCC3,ENSG00000112249,47,False,0.15174220971578972,1.2064902501977925,-0.45204896
PREP,ENSG00000085377,46,False,0.1613254052086989,1.3624021878078871,-0.16419272
ATG5,ENSG00000057663,108,False,0.3459802996014305,1.2513582190051382,-0.36921036
AIM1,ENSG00000112297,61,False,0.2078708537484606,1.281945387737351,-0.31273806
QRSL1,ENSG00000130348,65,False,0.21908075145713898,1.2626913422819508,-0.3482863
SCML4,ENSG00000146285,69,False,0.23882267127219328,1.274998275562503,-0.32556432
SEC63,ENSG00000025796,96,False,0.31069151068856804,1.2207845018121493,-0.42565784
OSTM1,ENSG00000081087,67,False,0.23288477334507252,1.3980035314716863,-0.09846288
SNX3,ENSG00000112335,552,True,1.5597179137660495,2.783487389667023,1.1795932
CD164,ENSG00000135535,423,False,1.1955409371508339,1.8062748078155615,-0.46190524
MICAL1,ENSG00000135596,89,False,0.27008367846478365,1.160243132915583,-0.5374338
ZBTB24,ENSG00000112365,48,False,0.1584280075604979,1.1808445571900983,-0.49939793
CDC40,ENSG00000168438,107,False,0.3406990450468158,1.2933629224807357,-0.29165816
AMD1,ENSG00000123505,154,False,0.49326865255852465,1.3147693453948488,-0.56353295
GTF3C6,ENSG00000155115,210,False,0.6234018579913437,1.2416151089619023,-0.6553218
FYN,ENSG00000010810,191,False,0.6064204887954073,1.3502072931705276,-0.5190679
MARCKS,ENSG00000155130,51,False,0.15636324427265072,1.1354844785723617,-0.5831451
HDAC2,ENSG00000196591,120,True,0.47014233007884004,3.7740834021653957,2.5222428
NT5DC1,ENSG00000178425,88,False,0.3053648958000268,1.341394540416363,-0.20297861
TSPYL1,ENSG00000189241,88,False,0.2896469989680668,1.2964732261930785,-0.28591567
FAM26F,ENSG00000188820,318,False,1.1065654554801139,1.8439317354392972,-0.25845844
RWDD1,ENSG00000111832,301,True,0.9228001647575728,2.9942701004245307,1.2669837
GOPC,ENSG00000047932,52,False,0.19361440430236135,1.3868970544898327,-0.11896848
ASF1A,ENSG00000111875,138,False,0.44003217292115065,1.682136251655158,-0.10258658
SERINC1,ENSG00000111897,145,False,0.46789057417791985,1.4874369479680192,-0.3468817
HDDC2,ENSG00000111906,180,False,0.5603192995244153,1.3270564136478824,-0.54811597
RNF146,ENSG00000118518,43,False,0.13976247175959458,1.1995448269328257,-0.4648721
ECHDC1,ENSG00000093144,134,True,0.5154977738212217,3.5662254204767025,2.2614372
THEMIS,ENSG00000172673,59,False,0.22279524456489125,1.5700091274455112,0.21910664
SAMD3,ENSG00000164483,132,False,0.5336114221505849,1.7347349060817747,-0.03658946
STX7,ENSG00000079950,166,False,0.5149957600828263,1.3157989395101033,-0.5622411
RPS12,ENSG00000112306,896,False,4.258220149470226,3.011210273300638,0.1495713
TBPL1,ENSG00000028839,85,False,0.28332384592303644,1.2438124232611492,-0.38314196
SGK1,ENSG00000118515,61,True,0.2678282180844282,2.8781624052047556,2.6343164
HBS1L,ENSG00000112339,42,False,0.1453168483225712,1.3252231807999912,-0.23283538
BCLAF1,ENSG00000029363,115,False,0.3715203348272096,1.2578726895678551,-0.35718286
IFNGR1,ENSG00000027697,149,False,0.46603019479947344,1.2573243608612203,-0.6356109
TNFAIP3,ENSG00000118503,195,False,0.6154216132193652,1.3814046628844039,-0.4799236
